,doi,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,SRS_Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,CenterName,InsertSize,InsertDev,SRA ID,GEO Series,GEO Sample,PMID,Biosample ID,biosample_strain,strain_final,biosample_genotype,project,condition,refrence,condition_name_old,project_name_old,full_condition_name,replicate,refrence_condition_old,strain_description,base_media,carbon_source,aerobicity,nitrogen_source,supplement,temperature,growth_phase,OD,additional_notes,passed_fastqc,passed_reads_mapped_to_CDS,passed_global_correlation,passed_similar_replicates,passed_number_replicates,sample,n_replicates
SRX6747958,https://doi.org/10.1128/msystems.00590-19,11/21/19 0:55,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,NextSeq 500,SRR10009733,SRP218985,PRJNA561332,561332.0,SRS5298191,SAMN12614878,SRA946017,RNA-Seq,cDNA,TRANSCRIPTOMIC,Life Science and Medical Bioscience,0.0,8888889.0,GSE136111,GSM4041295,31796567,31796567.0,PAO1,PAO1,hfq::3xFLAG,NC_002516.2,NC_002516.2,Biofilm_total_RNA_Rep,Planktonic_total_RNA_Rep,Biofilm_total_RNA_Rep3,PA_ncRNA_UVcrosslink,NC_002516.2:Biofilm_total_RNA_Rep,2,Planktonic_total_RNA_Rep,,LB,,,,,37.0,,,,1.0,1.0,1.0,1.0,1.0,NC_002516.2:Biofilm_total_RNA_Rep:2,2.0
SRX7747527,https://doi.org/10.3389/fmicb.2020.573857,2/19/20 10:05,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR11109965,SRP249973,PRJNA606809,606809.0,SRS6167061,SAMN14114338,SRA1044392,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,Wuhan Polytechnic University,0.0,10125540.0,,,,,PAO1,PAO1,wild type,NC_002516.2,Zinc_treatment,PA_Zn,PA_Zn_wt,PA_Zn_1,PA_zinc,Zinc_treatment:PA_Zn,1,PA_Zn_wt,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,Zinc_treatment:PA_Zn:1,3.0
SRX7747528,https://doi.org/10.3389/fmicb.2020.573857,2/19/20 10:05,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR11109964,SRP249973,PRJNA606809,606809.0,SRS6166974,SAMN14114339,SRA1044392,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,Wuhan Polytechnic University,0.0,10125541.0,,,,,PAO1,PAO1,wild type,NC_002516.2,Zinc_treatment,PA_Zn,PA_Zn_wt,PA_Zn_2,PA_zinc,Zinc_treatment:PA_Zn,2,PA_Zn_wt,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,Zinc_treatment:PA_Zn:2,3.0
SRX7747537,https://doi.org/10.3389/fmicb.2020.573857,2/19/20 10:01,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR11109955,SRP249973,PRJNA606809,606809.0,SRS6166983,SAMN14114340,SRA1044392,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,Wuhan Polytechnic University,0.0,10125550.0,,,,,PAO1,PAO1,wild type,NC_002516.2,Zinc_treatment,PA_Zn,PA_Zn_wt,PA_Zn_3,PA_zinc,Zinc_treatment:PA_Zn,3,PA_Zn_wt,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,Zinc_treatment:PA_Zn:3,3.0
SRX7747538,https://doi.org/10.3389/fmicb.2020.573857,2/19/20 10:12,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR11109954,SRP249973,PRJNA606809,606809.0,SRS6166984,SAMN14114341,SRA1044392,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,Wuhan Polytechnic University,0.0,10125551.0,,,,,PAO1,PAO1,wild type,NC_002516.2,Zinc_treatment,PA_Zn_wt,PA_Zn_wt,PA_Zn_wt,PA_zinc,Zinc_treatment:PA_Zn_wt,1,PA_Zn_wt,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,Zinc_treatment:PA_Zn_wt:1,2.0
SRX7747540,https://doi.org/10.3389/fmicb.2020.573857,2/19/20 10:02,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR11109952,SRP249973,PRJNA606809,606809.0,SRS6166986,SAMN14114343,SRA1044392,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,Wuhan Polytechnic University,0.0,10125553.0,,,,,PAO1,PAO1,wild type,NC_002516.2,Zinc_treatment,PA_Zn_wt,PA_Zn_wt,PA_Zn_wt,PA_zinc,Zinc_treatment:PA_Zn_wt,2,PA_Zn_wt,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,Zinc_treatment:PA_Zn_wt:2,2.0
ERX2813653,https://dx.doi.org/10.3389%2Ffmicb.2018.02488,10/25/18 15:03,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,Illumina HiSeq 2000,ERR2806276,ERP110939,PRJEB28696,497682.0,ERS2745134,SAMEA4926125,ERA1603064,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,University of Vienna,0.0,6647902.0,,,30420839,30420839.0,PAO1,PAO1,wild type genotype,NC_002516.2,sRNA_ReaL_represses_RpoS,sRNA_wt,sRNA_wt,sRNA_wt,Pae_sRNA_ReaL,sRNA_ReaL_represses_RpoS:sRNA_wt,1,sRNA_wt,,LB,,Aerobic,,,,,,,1.0,1.0,1.0,1.0,1.0,sRNA_ReaL_represses_RpoS:sRNA_wt:1,2.0
ERX2813654,https://dx.doi.org/10.3389%2Ffmicb.2018.02488,10/25/18 15:03,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,Illumina HiSeq 2000,ERR2806277,ERP110939,PRJEB28696,497682.0,ERS2745135,SAMEA4926126,ERA1603064,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,University of Vienna,0.0,6647903.0,,,30420839,30420839.0,PAO1,PAO1,wild type genotype,NC_002516.2,sRNA_ReaL_represses_RpoS,sRNA_wt,sRNA_wt,sRNA_wt,Pae_sRNA_ReaL,sRNA_ReaL_represses_RpoS:sRNA_wt,2,sRNA_wt,,LB,,Aerobic,,,,,,,1.0,1.0,1.0,1.0,1.0,sRNA_ReaL_represses_RpoS:sRNA_wt:2,2.0
ERX2813656,https://dx.doi.org/10.3389%2Ffmicb.2018.02488,10/25/18 15:03,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,Illumina HiSeq 2000,ERR2806279,ERP110939,PRJEB28696,497682.0,ERS2745137,SAMEA4926128,ERA1603064,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,University of Vienna,0.0,6647905.0,,,30420839,30420839.0,PAO1_reaL,PAO1,reaL,NC_002516.2,sRNA_ReaL_represses_RpoS,RNAseq_ReaL,sRNA_wt,RNAseq_ReaL_1,Pae_sRNA_ReaL,sRNA_ReaL_represses_RpoS:RNAseq_ReaL,1,sRNA_wt,,LB,,Aerobic,,,,,,,1.0,1.0,1.0,1.0,1.0,sRNA_ReaL_represses_RpoS:RNAseq_ReaL:1,3.0
ERX2813657,https://dx.doi.org/10.3389%2Ffmicb.2018.02488,10/25/18 15:03,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,Illumina HiSeq 2000,ERR2806280,ERP110939,PRJEB28696,497682.0,ERS2745138,SAMEA4926129,ERA1603064,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,University of Vienna,0.0,6647906.0,,,30420839,30420839.0,PAO1_reaL,PAO1,reaL,NC_002516.2,sRNA_ReaL_represses_RpoS,RNAseq_ReaL,sRNA_wt,RNAseq_ReaL_2,Pae_sRNA_ReaL,sRNA_ReaL_represses_RpoS:RNAseq_ReaL,2,sRNA_wt,,LB,,Aerobic,,,,,,,1.0,1.0,1.0,1.0,1.0,sRNA_ReaL_represses_RpoS:RNAseq_ReaL:2,3.0
ERX2813658,https://dx.doi.org/10.3389%2Ffmicb.2018.02488,10/25/18 15:03,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,Illumina HiSeq 2000,ERR2806281,ERP110939,PRJEB28696,497682.0,ERS2745139,SAMEA4926130,ERA1603064,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,University of Vienna,0.0,6647907.0,,,30420839,30420839.0,PAO1_reaL,PAO1,reaL,NC_002516.2,sRNA_ReaL_represses_RpoS,RNAseq_ReaL,sRNA_wt,RNAseq_ReaL_3,Pae_sRNA_ReaL,sRNA_ReaL_represses_RpoS:RNAseq_ReaL,3,sRNA_wt,,LB,,Aerobic,,,,,,,1.0,1.0,1.0,1.0,1.0,sRNA_ReaL_represses_RpoS:RNAseq_ReaL:3,3.0
Paeru_0017,,1/6/20 17:53,,Pseudomonas aeruginosa K2733,287,,,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,,,,,,,,,,,Systems Biology Research Group,,,,,,,,K2733,K2733,,Paeru_PRECISE,CAMHB_wt,M9glucAA_wt,CAMHB_wt,Paeru_Precise,Paeru_PRECISE:CAMHB_wt,1,CAMHB_wt,Pseudomonas aeruginosa K2733,CAMHB,,Aerobic,,,37.0,,,,1.0,1.0,1.0,1.0,1.0,Paeru_PRECISE:CAMHB_wt:1,8.0
Paeru_0018,,1/6/20 17:53,,Pseudomonas aeruginosa K2733,287,,,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,,,,,,,,,,,Systems Biology Research Group,,,,,,,,K2733,K2733,,Paeru_PRECISE,CAMHB_wt,M9glucAA_wt,CAMHB_wt,Paeru_Precise,Paeru_PRECISE:CAMHB_wt,2,CAMHB_wt,Pseudomonas aeruginosa K2733,CAMHB,,Aerobic,,,37.0,,,,1.0,1.0,1.0,1.0,1.0,Paeru_PRECISE:CAMHB_wt:2,8.0
Paeru_0019,,1/6/20 17:53,,Pseudomonas aeruginosa K2733,287,,,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,,,,,,,,,,,Systems Biology Research Group,,,,,,,,K2733,K2733,,Paeru_PRECISE,CAMHB_wt,M9glucAA_wt,CAMHB_wt,Paeru_Precise,Paeru_PRECISE:CAMHB_wt,3,CAMHB_wt,Pseudomonas aeruginosa K2733,CAMHB,,Aerobic,,,37.0,,,,1.0,1.0,1.0,1.0,1.0,Paeru_PRECISE:CAMHB_wt:3,8.0
Paeru_0020,,1/6/20 17:53,,Pseudomonas aeruginosa K2733,287,,,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,,,,,,,,,,,Systems Biology Research Group,,,,,,,,K2733,K2733,,Paeru_PRECISE,CAMHB_wt,M9glucAA_wt,CAMHB_wt,Paeru_Precise,Paeru_PRECISE:CAMHB_wt,4,CAMHB_wt,Pseudomonas aeruginosa K2733,CAMHB,,Aerobic,,,37.0,,,,1.0,1.0,1.0,1.0,1.0,Paeru_PRECISE:CAMHB_wt:4,8.0
Paeru_0033,,1/6/20 17:53,,Pseudomonas aeruginosa K2733,287,,,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,,,,,,,,,,,Systems Biology Research Group,,,,,,,,K2733,K2733,,Paeru_PRECISE,M9glucAA_Pqt10,M9glucAA_wt,M9glucAA_Pqt10,Paeru_Precise,Paeru_PRECISE:M9glucAA_Pqt10,1,M9glucAA_wt,Pseudomonas aeruginosa K2733,M9,,Aerobic,,,37.0,,,,1.0,1.0,1.0,1.0,1.0,Paeru_PRECISE:M9glucAA_Pqt10:1,2.0
Paeru_0034,,1/6/20 17:53,,Pseudomonas aeruginosa K2733,287,,,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,,,,,,,,,,,Systems Biology Research Group,,,,,,,,K2733,K2733,,Paeru_PRECISE,M9glucAA_Pqt10,M9glucAA_wt,M9glucAA_Pqt10,Paeru_Precise,Paeru_PRECISE:M9glucAA_Pqt10,2,M9glucAA_wt,Pseudomonas aeruginosa K2733,M9,,Aerobic,,,37.0,,,,1.0,1.0,1.0,1.0,1.0,Paeru_PRECISE:M9glucAA_Pqt10:2,2.0
Paeru_0035,,1/6/20 17:53,,Pseudomonas aeruginosa K2733,287,,,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,,,,,,,,,,,Systems Biology Research Group,,,,,,,,K2733,K2733,,Paeru_PRECISE,M9glucAA_Pqt,M9glucAA_wt,M9glucAA_Pqt,Paeru_Precise,Paeru_PRECISE:M9glucAA_Pqt,1,M9glucAA_wt,Pseudomonas aeruginosa K2733,M9,,Aerobic,,,37.0,,,,1.0,1.0,1.0,1.0,1.0,Paeru_PRECISE:M9glucAA_Pqt:1,2.0
Paeru_0036,,1/6/20 17:53,,Pseudomonas aeruginosa K2733,287,,,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,,,,,,,,,,,Systems Biology Research Group,,,,,,,,K2733,K2733,,Paeru_PRECISE,M9glucAA_Pqt,M9glucAA_wt,M9glucAA_Pqt,Paeru_Precise,Paeru_PRECISE:M9glucAA_Pqt,2,M9glucAA_wt,Pseudomonas aeruginosa K2733,M9,,Aerobic,,,37.0,,,,1.0,1.0,1.0,1.0,1.0,Paeru_PRECISE:M9glucAA_Pqt:2,2.0
Paeru_0037,,1/6/20 17:53,,Pseudomonas aeruginosa K2733,287,,,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,,,,,,,,,,,Systems Biology Research Group,,,,,,,,K2733,K2733,,Paeru_PRECISE,M9glucAA_wo_Pqt,M9glucAA_wt,M9glucAA_wo_Pqt,Paeru_Precise,Paeru_PRECISE:M9glucAA_wo_Pqt,1,M9glucAA_wt,Pseudomonas aeruginosa K2733,M9,,Aerobic,,,37.0,,,,1.0,1.0,1.0,1.0,1.0,Paeru_PRECISE:M9glucAA_wo_Pqt:1,2.0
Paeru_0038,,1/6/20 17:53,,Pseudomonas aeruginosa K2733,287,,,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,,,,,,,,,,,Systems Biology Research Group,,,,,,,,K2733,K2733,,Paeru_PRECISE,M9glucAA_wo_Pqt,M9glucAA_wt,M9glucAA_wo_Pqt,Paeru_Precise,Paeru_PRECISE:M9glucAA_wo_Pqt,2,M9glucAA_wt,Pseudomonas aeruginosa K2733,M9,,Aerobic,,,37.0,,,,1.0,1.0,1.0,1.0,1.0,Paeru_PRECISE:M9glucAA_wo_Pqt:2,2.0
Paeru_0039,,1/6/20 17:53,,Pseudomonas aeruginosa PA01,287,,,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,,,,,,,,,,,Systems Biology Research Group,,,,,,,,PA01,PAO1,,Paeru_PRECISE,M9glucAA_NaCl,M9glucAA_wt,M9glucAA_NaCl,Paeru_Precise,Paeru_PRECISE:M9glucAA_NaCl,1,M9glucAA_wt,Pseudomonas aeruginosa PA01,M9,,Aerobic,,,37.0,,,,1.0,1.0,1.0,1.0,1.0,Paeru_PRECISE:M9glucAA_NaCl:1,7.0
Paeru_0040,,1/6/20 17:53,,Pseudomonas aeruginosa PA01,287,,,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,,,,,,,,,,,Systems Biology Research Group,,,,,,,,PA01,PAO1,,Paeru_PRECISE,M9glucAA_NaCl,M9glucAA_wt,M9glucAA_NaCl,Paeru_Precise,Paeru_PRECISE:M9glucAA_NaCl,2,M9glucAA_wt,Pseudomonas aeruginosa PA01,M9,,Aerobic,,,37.0,,,,1.0,1.0,1.0,1.0,1.0,Paeru_PRECISE:M9glucAA_NaCl:2,7.0
Paeru_0041,,1/6/20 17:53,,Pseudomonas aeruginosa PA01,287,,,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,,,,,,,,,,,Systems Biology Research Group,,,,,,,,PA01,PAO1,,Paeru_PRECISE,M9glucAA_NaCl,M9glucAA_wt,M9glucAA_NaCl,Paeru_Precise,Paeru_PRECISE:M9glucAA_NaCl,3,M9glucAA_wt,Pseudomonas aeruginosa PA01,M9,,Aerobic,,,37.0,,,,1.0,1.0,1.0,1.0,1.0,Paeru_PRECISE:M9glucAA_NaCl:3,7.0
Paeru_0042,,1/6/20 17:53,,Pseudomonas aeruginosa K2733,287,,,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,,,,,,,,,,,Systems Biology Research Group,,,,,,,,K2733,K2733,,Paeru_PRECISE,CAMHB_wt,M9glucAA_wt,CAMHB_wt,Paeru_Precise,Paeru_PRECISE:CAMHB_wt,5,CAMHB_wt,Pseudomonas aeruginosa K2733,CAMHB,,Aerobic,,,37.0,,,,1.0,1.0,1.0,1.0,1.0,Paeru_PRECISE:CAMHB_wt:5,8.0
Paeru_0043,,1/6/20 17:53,,Pseudomonas aeruginosa K2733,287,,,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,,,,,,,,,,,Systems Biology Research Group,,,,,,,,K2733,K2733,,Paeru_PRECISE,CAMHB_wt,M9glucAA_wt,CAMHB_wt,Paeru_Precise,Paeru_PRECISE:CAMHB_wt,6,CAMHB_wt,Pseudomonas aeruginosa K2733,CAMHB,,Aerobic,,,37.0,,,,1.0,1.0,1.0,1.0,1.0,Paeru_PRECISE:CAMHB_wt:6,8.0
Paeru_0044,,1/6/20 17:53,,Pseudomonas aeruginosa K2733,287,,,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,,,,,,,,,,,Systems Biology Research Group,,,,,,,,K2733,K2733,,Paeru_PRECISE,LB_wt,M9glucAA_wt,LB_wt,Paeru_Precise,Paeru_PRECISE:LB_wt,1,LB_wt,Pseudomonas aeruginosa K2733,LB,,Aerobic,,,37.0,,,,1.0,1.0,1.0,1.0,1.0,Paeru_PRECISE:LB_wt:1,4.0
Paeru_0045,,1/6/20 17:53,,Pseudomonas aeruginosa K2733,287,,,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,,,,,,,,,,,Systems Biology Research Group,,,,,,,,K2733,K2733,,Paeru_PRECISE,LB_wt,M9glucAA_wt,LB_wt,Paeru_Precise,Paeru_PRECISE:LB_wt,2,LB_wt,Pseudomonas aeruginosa K2733,LB,,Aerobic,,,37.0,,,,1.0,1.0,1.0,1.0,1.0,Paeru_PRECISE:LB_wt:2,4.0
Paeru_0046,,1/6/20 17:53,,Pseudomonas aeruginosa K2733,287,,,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,,,,,,,,,,,Systems Biology Research Group,,,,,,,,K2733,K2733,,Paeru_PRECISE,M9glucAA_wt,M9glucAA_wt,M9glucAA_wt,Paeru_Precise,Paeru_PRECISE:M9glucAA_wt,1,M9glucAA_wt,Pseudomonas aeruginosa K2733,M9,,Aerobic,,,37.0,,,,1.0,1.0,1.0,1.0,1.0,Paeru_PRECISE:M9glucAA_wt:1,4.0
Paeru_0047,,1/6/20 17:53,,Pseudomonas aeruginosa K2733,287,,,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,,,,,,,,,,,Systems Biology Research Group,,,,,,,,K2733,K2733,,Paeru_PRECISE,M9glucAA_wt,M9glucAA_wt,M9glucAA_wt,Paeru_Precise,Paeru_PRECISE:M9glucAA_wt,2,M9glucAA_wt,Pseudomonas aeruginosa K2733,M9,,Aerobic,,,37.0,,,,1.0,1.0,1.0,1.0,1.0,Paeru_PRECISE:M9glucAA_wt:2,4.0
Paeru_0048,,1/6/20 17:53,,Pseudomonas aeruginosa K2733,287,,,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,,,,,,,,,,,Systems Biology Research Group,,,,,,,,K2733,K2733,,Paeru_PRECISE,M9glucAA_lowpH,M9glucAA_wt,M9glucAA_lowpH,Paeru_Precise,Paeru_PRECISE:M9glucAA_lowpH,1,M9glucAA_wt,Pseudomonas aeruginosa K2733,M9,,Aerobic,,,37.0,,,,1.0,1.0,1.0,1.0,1.0,Paeru_PRECISE:M9glucAA_lowpH:1,2.0
Paeru_0049,,1/6/20 17:53,,Pseudomonas aeruginosa K2733,287,,,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,,,,,,,,,,,Systems Biology Research Group,,,,,,,,K2733,K2733,,Paeru_PRECISE,M9glucAA_lowpH,M9glucAA_wt,M9glucAA_lowpH,Paeru_Precise,Paeru_PRECISE:M9glucAA_lowpH,2,M9glucAA_wt,Pseudomonas aeruginosa K2733,M9,,Aerobic,,,37.0,,,,1.0,1.0,1.0,1.0,1.0,Paeru_PRECISE:M9glucAA_lowpH:2,2.0
Paeru_0050,,1/6/20 17:53,,Pseudomonas aeruginosa K2733,287,,,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,,,,,,,,,,,Systems Biology Research Group,,,,,,,,K2733,K2733,,Paeru_PRECISE,M9glucAA_DPD,M9glucAA_wt,M9glucAA_DPD,Paeru_Precise,Paeru_PRECISE:M9glucAA_DPD,1,M9glucAA_wt,Pseudomonas aeruginosa K2733,M9,,Aerobic,,,37.0,,,,1.0,1.0,1.0,1.0,1.0,Paeru_PRECISE:M9glucAA_DPD:1,2.0
Paeru_0051,,1/6/20 17:53,,Pseudomonas aeruginosa K2733,287,,,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,,,,,,,,,,,Systems Biology Research Group,,,,,,,,K2733,K2733,,Paeru_PRECISE,M9glucAA_DPD,M9glucAA_wt,M9glucAA_DPD,Paeru_Precise,Paeru_PRECISE:M9glucAA_DPD,2,M9glucAA_wt,Pseudomonas aeruginosa K2733,M9,,Aerobic,,,37.0,,,,1.0,1.0,1.0,1.0,1.0,Paeru_PRECISE:M9glucAA_DPD:2,2.0
Paeru_0052,,1/6/20 17:53,,Pseudomonas aeruginosa PA01,287,,,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,,,,,,,,,,,Systems Biology Research Group,,,,,,,,PA01,PAO1,,Paeru_PRECISE,M9sucAA_wt,M9glucAA_wt,M9sucAA_wt,Paeru_Precise,Paeru_PRECISE:M9sucAA_wt,1,M9sucAA_wt,Pseudomonas aeruginosa PA01,M9,,Aerobic,,,37.0,,,,1.0,1.0,1.0,1.0,1.0,Paeru_PRECISE:M9sucAA_wt:1,6.0
Paeru_0053,,1/6/20 17:53,,Pseudomonas aeruginosa PA01,287,,,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,,,,,,,,,,,Systems Biology Research Group,,,,,,,,PA01,PAO1,,Paeru_PRECISE,M9sucAA_wt,M9glucAA_wt,M9sucAA_wt,Paeru_Precise,Paeru_PRECISE:M9sucAA_wt,2,M9sucAA_wt,Pseudomonas aeruginosa PA01,M9,,Aerobic,,,37.0,,,,1.0,1.0,1.0,1.0,1.0,Paeru_PRECISE:M9sucAA_wt:2,6.0
Paeru_0056,,1/6/20 17:53,,Pseudomonas aeruginosa PA01,287,,,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,,,,,,,,,,,Systems Biology Research Group,,,,,,,,PA01,PAO1,,Paeru_PRECISE,M9glucAA_NaCl,M9glucAA_wt,M9glucAA_NaCl,Paeru_Precise,Paeru_PRECISE:M9glucAA_NaCl,4,M9sucAA_wt,Pseudomonas aeruginosa PA01,M9,,Aerobic,,,37.0,,,,1.0,1.0,1.0,1.0,1.0,Paeru_PRECISE:M9glucAA_NaCl:4,7.0
Paeru_0057,,1/6/20 17:53,,Pseudomonas aeruginosa PA01,287,,,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,,,,,,,,,,,Systems Biology Research Group,,,,,,,,PA01,PAO1,,Paeru_PRECISE,M9glucAA_NaCl,M9glucAA_wt,M9glucAA_NaCl,Paeru_Precise,Paeru_PRECISE:M9glucAA_NaCl,5,M9sucAA_wt,Pseudomonas aeruginosa PA01,M9,,Aerobic,,,37.0,,,,1.0,1.0,1.0,1.0,1.0,Paeru_PRECISE:M9glucAA_NaCl:5,7.0
Paeru_0058,,1/6/20 17:53,,Pseudomonas aeruginosa K2733,287,,,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,,,,,,,,,,,Systems Biology Research Group,,,,,,,,K2733,K2733,,Paeru_PRECISE,M9sucAA_wt,M9glucAA_wt,M9sucAA_wt,Paeru_Precise,Paeru_PRECISE:M9sucAA_wt,3,M9sucAA_wt,Pseudomonas aeruginosa K2733,M9,,Aerobic,,,37.0,,,,1.0,1.0,1.0,1.0,1.0,Paeru_PRECISE:M9sucAA_wt:3,6.0
Paeru_0059,,1/6/20 17:53,,Pseudomonas aeruginosa K2733,287,,,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,,,,,,,,,,,Systems Biology Research Group,,,,,,,,K2733,K2733,,Paeru_PRECISE,M9sucAA_wt,M9glucAA_wt,M9sucAA_wt,Paeru_Precise,Paeru_PRECISE:M9sucAA_wt,4,M9sucAA_wt,Pseudomonas aeruginosa K2733,M9,,Aerobic,,,37.0,,,,1.0,1.0,1.0,1.0,1.0,Paeru_PRECISE:M9sucAA_wt:4,6.0
Paeru_0060,,1/6/20 17:53,,Pseudomonas aeruginosa K2733,287,,,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,,,,,,,,,,,Systems Biology Research Group,,,,,,,,K2733,K2733,,Paeru_PRECISE,R10LB_wt,M9glucAA_wt,R10LB_wt,Paeru_Precise,Paeru_PRECISE:R10LB_wt,1,R10LB_wt,Pseudomonas aeruginosa K2733,R10LB,,Aerobic,,,37.0,,,,1.0,1.0,1.0,1.0,1.0,Paeru_PRECISE:R10LB_wt:1,7.0
Paeru_0061,,1/6/20 17:53,,Pseudomonas aeruginosa K2733,287,,,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,,,,,,,,,,,Systems Biology Research Group,,,,,,,,K2733,K2733,,Paeru_PRECISE,M9glucAA_NaCl,M9glucAA_wt,M9glucAA_NaCl,Paeru_Precise,Paeru_PRECISE:M9glucAA_NaCl,6,M9sucAA_wt,Pseudomonas aeruginosa K2733,M9,,Aerobic,,,37.0,,,,1.0,1.0,1.0,1.0,1.0,Paeru_PRECISE:M9glucAA_NaCl:6,7.0
Paeru_0062,,1/6/20 17:53,,Pseudomonas aeruginosa K2733,287,,,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,,,,,,,,,,,Systems Biology Research Group,,,,,,,,K2733,K2733,,Paeru_PRECISE,M9glucAA_NaCl,M9glucAA_wt,M9glucAA_NaCl,Paeru_Precise,Paeru_PRECISE:M9glucAA_NaCl,7,M9sucAA_wt,Pseudomonas aeruginosa K2733,M9,,Aerobic,,,37.0,,,,1.0,1.0,1.0,1.0,1.0,Paeru_PRECISE:M9glucAA_NaCl:7,7.0
