,regulator,regulator_id,gene_id,gene_name,Strain,gene_id (evidence),evidence,Ims,Link,Unnamed: 9
832,TfoX,PN96_RS07470,PN96_RS12185,cytR,V. cholerae,VC2677,"DEG, qPCR",,https://doi.org/10.1093/nar/gky717,
833,TfoX,PN96_RS07470,PN96_RS12935,,V. cholerae,VC2747,"DEG, qPCR",20.0,https://doi.org/10.1093/nar/gky717,
834,TfoX,PN96_RS07470,PN96_RS13435,,V. cholerae,VC0025,"DEG, qPCR",8.0,https://doi.org/10.1093/nar/gky717,
835,TfoX,PN96_RS07470,PN96_RS13460,glyS,V. cholerae,VC0020,"DEG, qPCR",,https://doi.org/10.1093/nar/gky717,
836,TfoX,PN96_RS07470,PN96_RS13655,comM,V. cholerae,VC0032,"DEG, qPCR",40.0,https://doi.org/10.1093/nar/gky717,
837,TfoX,PN96_RS07470,PN96_RS13665,next to comM,V. cholerae,VC0033,"DEG, qPCR",,https://doi.org/10.1093/nar/gky717,
838,TfoX,PN96_RS07470,PN96_RS13730,tsaP,V. cholerae,VC0047,"DEG, qPCR",20.0,https://doi.org/10.1093/nar/gky717,
839,TfoX,PN96_RS07470,PN96_RS13735,dprA,V. cholerae,VC0048,"DEG, qPCR",20.0,https://doi.org/10.1093/nar/gky717,
840,TfoX,PN96_RS07470,PN96_RS14100,,V. cholerae,VC0132,"DEG, qPCR",,https://doi.org/10.1093/nar/gky717,
841,TfoX,PN96_RS07470,PN96_RS14155,,V. cholerae,VC0140,"DEG, qPCR",20.0,https://doi.org/10.1093/nar/gky717,
842,TfoX,PN96_RS07470,PN96_RS15040,pilM,V. cholerae,VC2634,"DEG, qPCR",20.0,https://doi.org/10.1093/nar/gky717,
843,TfoX,PN96_RS07470,PN96_RS15045,pilN,V. cholerae,VC2633,"DEG, qPCR",20.0,https://doi.org/10.1093/nar/gky717,
844,TfoX,PN96_RS07470,PN96_RS15050,pilO,V. cholerae,VC2632,"DEG, qPCR",20.0,https://doi.org/10.1093/nar/gky717,
845,TfoX,PN96_RS07470,PN96_RS15055,pilP,V. cholerae,VC2631,"DEG, qPCR",20.0,https://doi.org/10.1093/nar/gky717,
846,TfoX,PN96_RS07470,PN96_RS15060,pilQ,V. cholerae,VC2630,"DEG, qPCR",20.0,https://doi.org/10.1093/nar/gky717,
847,TfoX,PN96_RS07470,PN96_RS15065,aroK,V. cholerae,VC2629,"DEG, qPCR",,https://doi.org/10.1093/nar/gky717,
848,TfoX,PN96_RS07470,PN96_RS15150,pspG,V. cholerae,VC0379a,"DEG, qPCR",,https://doi.org/10.1093/nar/gky717,
849,TfoX,PN96_RS07470,PN96_RS15855,sstT,V. cholerae,VCA0036,"DEG, qPCR",,https://doi.org/10.1093/nar/gky717,
850,TfoX,PN96_RS07470,PN96_RS16270,galM,V. cholerae,VC1594,"DEG, qPCR",37.0,https://doi.org/10.1093/nar/gky717,
851,TfoX,PN96_RS07470,PN96_RS16675,chiA-2,V. cholerae,VCA0027,"DEG, qPCR",,https://doi.org/10.1093/nar/gky717,
852,TfoX,PN96_RS07470,PN96_RS16690,,V. cholerae,VCA0965,"DEG, qPCR",,https://doi.org/10.1093/nar/gky717,
853,TfoX,PN96_RS07470,PN96_RS16875,,V. cholerae,VC1951,"DEG, qPCR",16.0,https://doi.org/10.1093/nar/gky717,
854,TfoX,PN96_RS07470,PN96_RS17195,,V. cholerae,VC1389,"DEG, qPCR",,https://doi.org/10.1093/nar/gky717,
855,TfoX,PN96_RS07470,PN96_RS21030,,V. cholerae,VCA0547,"DEG, qPCR",,https://doi.org/10.1093/nar/gky717,
856,TfoX,PN96_RS07470,PN96_RS21125,,V. cholerae,VCA0801,"DEG, qPCR",,https://doi.org/10.1093/nar/gky717,
857,TfoX,PN96_RS07470,PN96_RS21140,chitodextrinase,V. cholerae,VCA0700,"DEG, qPCR",,https://doi.org/10.1093/nar/gky717,
858,TfoX,PN96_RS07470,PN96_RS22440,,V. cholerae,VC1596,"DEG, qPCR",8.0,https://doi.org/10.1093/nar/gky717,
859,TfoX,PN96_RS07470,PN96_RS23005,,V. cholerae,VCA0082,"DEG, qPCR",,https://doi.org/10.1093/nar/gky717,
860,TfoX,PN96_RS07470,PN96_RS23010,,V. cholerae,VCA0080,"DEG, qPCR",,https://doi.org/10.1093/nar/gky717,
861,TfoX,PN96_RS07470,PN96_RS23035,,V. cholerae,VCA0076,"DEG, qPCR",,https://doi.org/10.1093/nar/gky717,
862,TfoX,PN96_RS07470,PN96_RS23630,,V. cholerae,VCA0942,"DEG, qPCR",,https://doi.org/10.1093/nar/gky717,
863,TfoX,PN96_RS07470,PN96_RS23635,malG,V. cholerae,VCA0943,"DEG, qPCR",27.0,https://doi.org/10.1093/nar/gky717,
864,Thr_leader,RF00506,PN96_RS11205,thrA,Vibrio parahaemolyticus RIMD 2210633,VP0494,RegPrecise,,https://regprecise.lbl.gov/regulon.jsp?regulon_id=40215,
865,Thr_leader,RF00506,PN96_RS11200,thrB,Vibrio parahaemolyticus RIMD 2210633,VP0495,RegPrecise,,https://regprecise.lbl.gov/regulon.jsp?regulon_id=40215,
866,Thr_leader,RF00506,PN96_RS11195,thrC,Vibrio parahaemolyticus RIMD 2210633,VP0496,RegPrecise,,https://regprecise.lbl.gov/regulon.jsp?regulon_id=40215,
867,TorR,PN96_RS08370,PN96_RS07810,torE,V. cholerae strain N16961,VC1694,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC1719-MONOMER#tab=REGULON,
868,TorR,PN96_RS08370,PN96_RS08370,torR,V. cholerae strain N16961,VC1719,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC1719-MONOMER#tab=REGULON,
869,TorR,PN96_RS08370,PN96_RS08375,torD,V. cholerae strain N16961,VC1720,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC1719-MONOMER#tab=REGULON,
870,TPP,RF00059,PN96_RS13840,thiC,Vibrio parahaemolyticus RIMD 2210633,VP3027,RegPrecise,2.0,https://regprecise.lbl.gov/regulon.jsp?regulon_id=40095,
871,TPP,RF00059,PN96_RS13845,thiE,Vibrio parahaemolyticus RIMD 2210633,VP3026,RegPrecise,2.0,https://regprecise.lbl.gov/regulon.jsp?regulon_id=40095,
872,TPP,RF00059,PN96_RS13850,thiF,Vibrio parahaemolyticus RIMD 2210633,VP3025,RegPrecise,2.0,https://regprecise.lbl.gov/regulon.jsp?regulon_id=40095,
873,TPP,RF00059,PN96_RS13855,thiS,Vibrio parahaemolyticus RIMD 2210633,VP3024,RegPrecise,2.0,https://regprecise.lbl.gov/regulon.jsp?regulon_id=40095,
874,TPP,RF00059,PN96_RS13860,thiG,Vibrio parahaemolyticus RIMD 2210633,VP3023,RegPrecise,2.0,https://regprecise.lbl.gov/regulon.jsp?regulon_id=40095,
875,TPP,RF00059,PN96_RS13865,thiH,Vibrio parahaemolyticus RIMD 2210633,VP3022,RegPrecise,2.0,https://regprecise.lbl.gov/regulon.jsp?regulon_id=40095,
876,TPP,RF00059,PN96_RS16920,thiD,Vibrio parahaemolyticus RIMD 2210633,VPA0136,RegPrecise,,https://regprecise.lbl.gov/regulon.jsp?regulon_id=40095,
877,TPP,RF00059,PN96_RS16915,thiZ,Vibrio parahaemolyticus RIMD 2210633,VPA0135,RegPrecise,,https://regprecise.lbl.gov/regulon.jsp?regulon_id=40095,
878,TPP,RF00059,PN96_RS16910,thiX,Vibrio parahaemolyticus RIMD 2210633,VPA0134,RegPrecise,,https://regprecise.lbl.gov/regulon.jsp?regulon_id=40095,
879,TPP,RF00059,PN96_RS16905,thiY,Vibrio parahaemolyticus RIMD 2210633,VPA0133,RegPrecise,2.0,https://regprecise.lbl.gov/regulon.jsp?regulon_id=40095,
880,TPP,RF00059,PN96_RS16900,tenA,Vibrio parahaemolyticus RIMD 2210633,VPA0132,RegPrecise,2.0,https://regprecise.lbl.gov/regulon.jsp?regulon_id=40095,
881,TPP,RF00059,PN96_RS16895,thiM,Vibrio parahaemolyticus RIMD 2210633,VPA0131,RegPrecise,2.0,https://regprecise.lbl.gov/regulon.jsp?regulon_id=40095,
882,TPP,RF00059,PN96_RS16890,thiE2,Vibrio parahaemolyticus RIMD 2210633,VPA0130,RegPrecise,,https://regprecise.lbl.gov/regulon.jsp?regulon_id=40095,
883,TPP,RF00059,PN96_RS11890,thiB,Vibrio parahaemolyticus RIMD 2210633,VP0316,RegPrecise,,https://regprecise.lbl.gov/regulon.jsp?regulon_id=40095,
884,TPP,RF00059,PN96_RS11885,thiP,Vibrio parahaemolyticus RIMD 2210633,VP0317,RegPrecise,,https://regprecise.lbl.gov/regulon.jsp?regulon_id=40095,
885,TPP,RF00059,PN96_RS11880,thiQ,Vibrio parahaemolyticus RIMD 2210633,VP0318,RegPrecise,,https://regprecise.lbl.gov/regulon.jsp?regulon_id=40095,
886,TreR,PN96_RS10110,PN96_RS10105,treB,V. cholerae strain N16961,VC0910,BioCyc,33.0,https://biocyc.org/gene?orgid=VCHO&id=VC0909-MONOMER#tab=REGULON,
887,TreR,PN96_RS10110,PN96_RS10105,treB,Vibrio parahaemolyticus RIMD 2210633,VP0710,RegPrecise,33.0,https://regprecise.lbl.gov/regulon.jsp?regulon_id=52453,
888,TreR,PN96_RS10110,PN96_RS10100,treC,Vibrio parahaemolyticus RIMD 2210633,VP0711,RegPrecise,33.0,https://regprecise.lbl.gov/regulon.jsp?regulon_id=52453,
889,Trp_leader,RF00513,PN96_RS03975,trpE,Vibrio parahaemolyticus RIMD 2210633,VP1956,RegPrecise,,https://regprecise.lbl.gov/regulon.jsp?regulon_id=39965,
890,Trp_leader,RF00513,PN96_RS03970,trpG,Vibrio parahaemolyticus RIMD 2210633,VP1957,RegPrecise,,https://regprecise.lbl.gov/regulon.jsp?regulon_id=39965,
891,Trp_leader,RF00513,PN96_RS03965,trpD,Vibrio parahaemolyticus RIMD 2210633,VP1958,RegPrecise,,https://regprecise.lbl.gov/regulon.jsp?regulon_id=39965,
892,Trp_leader,RF00513,PN96_RS03960,trpC,Vibrio parahaemolyticus RIMD 2210633,VP1959,RegPrecise,,https://regprecise.lbl.gov/regulon.jsp?regulon_id=39965,
893,Trp_leader,RF00513,PN96_RS03955,trpB,Vibrio parahaemolyticus RIMD 2210633,VP1960,RegPrecise,,https://regprecise.lbl.gov/regulon.jsp?regulon_id=39965,
894,Trp_leader,RF00513,PN96_RS03950,trpA,Vibrio parahaemolyticus RIMD 2210633,VP1961,RegPrecise,,https://regprecise.lbl.gov/regulon.jsp?regulon_id=39965,
895,TrpR,PN96_RS10940,PN96_RS02210,COG0733,Vibrio parahaemolyticus RIMD 2210633,VP2337,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1405,
896,TrpR,PN96_RS10940,PN96_RS03950,trpA,Vibrio parahaemolyticus RIMD 2210633,VP1961,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1405,
897,TrpR,PN96_RS10940,PN96_RS03955,trpB,Vibrio parahaemolyticus RIMD 2210633,VP1960,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1405,
898,TrpR,PN96_RS10940,PN96_RS03960,trpC,Vibrio parahaemolyticus RIMD 2210633,VP1959,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1405,
899,TrpR,PN96_RS10940,PN96_RS03965,trpD_b,Vibrio parahaemolyticus RIMD 2210633,VP1958,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1405,
900,TrpR,PN96_RS10940,PN96_RS03970,trpD_a,Vibrio parahaemolyticus RIMD 2210633,VP1957,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1405,
901,TrpR,PN96_RS10940,PN96_RS03975,trpE,Vibrio parahaemolyticus RIMD 2210633,VP1956,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1405,
902,TrpR,PN96_RS10940,PN96_RS22760,trpB2,Vibrio parahaemolyticus RIMD 2210633,VPA0585,RegPrecise,28.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1405,
903,TtrR,PN96_RS03770,PN96_RS03760,ttrC,Vibrio parahaemolyticus RIMD 2210633,VP2011,RegPrecise,6.0,https://regprecise.lbl.gov/regulon.jsp?regulon_id=63258,
904,TtrR,PN96_RS03770,PN96_RS03765,ttrS,Vibrio parahaemolyticus RIMD 2210633,VP2010,RegPrecise,,https://regprecise.lbl.gov/regulon.jsp?regulon_id=63258,
905,TtrR,PN96_RS03770,PN96_RS03770,ttrR,Vibrio parahaemolyticus RIMD 2210633,VP2009,RegPrecise,,https://regprecise.lbl.gov/regulon.jsp?regulon_id=63258,
906,TyrR,PN96_RS04320,PN96_RS06215,tyrP,Vibrio parahaemolyticus RIMD 2210633,VP1426,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=6187,
907,TyrR,PN96_RS04320,PN96_RS06760,hmgB,Vibrio parahaemolyticus RIMD 2210633,VP1352,RegPrecise,1.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=6187,
908,TyrR,PN96_RS04320,PN96_RS06765,hmgC,Vibrio parahaemolyticus RIMD 2210633,VP1351,RegPrecise,1.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=6187,
909,TyrR,PN96_RS04320,PN96_RS06770,hmgA,Vibrio parahaemolyticus RIMD 2210633,VP1350,RegPrecise,1.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=6187,
910,TyrR,PN96_RS04320,PN96_RS06775,hpd,Vibrio parahaemolyticus RIMD 2210633,VP1349,RegPrecise,1.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=6187,
911,TyrR,PN96_RS04320,PN96_RS07700,COG0733,Vibrio parahaemolyticus RIMD 2210633,VP1184,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=6187,
912,TyrR,PN96_RS04320,PN96_RS10960,tyrA,Vibrio parahaemolyticus RIMD 2210633,VP0547,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=6187,
913,TyrR,PN96_RS04320,PN96_RS10965,aroF,Vibrio parahaemolyticus RIMD 2210633,VP0546,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=6187,
914,TyrR,PN96_RS04320,PN96_RS18400,aroG,Vibrio parahaemolyticus RIMD 2210633,VPA1185,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=6187,
915,TyrR,PN96_RS04320,PN96_RS22785,phhB,Vibrio parahaemolyticus RIMD 2210633,VPA0577,RegPrecise,1.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=6187,
916,TyrR,PN96_RS04320,PN96_RS22790,phhA,Vibrio parahaemolyticus RIMD 2210633,VPA0576,RegPrecise,1.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=6187,
917,TyrR,PN96_RS04320,PN96_RS22795,acsA,Vibrio parahaemolyticus RIMD 2210633,VPA0575,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=6187,
918,YdcR,PN96_RS04260,PN96_RS04265,,Vibrio parahaemolyticus RIMD 2210633,VP1894,RegPrecise,,https://regprecise.lbl.gov/regulon.jsp?regulon_id=59711,
919,YdcR,PN96_RS04260,PN96_RS13680,COG0348,Vibrio parahaemolyticus RIMD 2210633,VP3052,RegPrecise,,https://regprecise.lbl.gov/regulon.jsp?regulon_id=59711,
920,yybP-ykoY,RF00080,PN96_RS13450,COG2119,Vibrio parahaemolyticus RIMD 2210633,VP0023,RegPrecise,,https://regprecise.lbl.gov/regulon.jsp?regulon_id=39985,
921,yybP-ykoY,RF00080,PN96_RS21035,ykoY,Vibrio parahaemolyticus RIMD 2210633,VPA0856,RegPrecise,,https://regprecise.lbl.gov/regulon.jsp?regulon_id=39985,
922,ZntR,PN96_RS00190,PN96_RS08715,zntA,Vibrio parahaemolyticus RIMD 2210633,VP0959,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=6187,
923,Zur,PN96_RS15140,PN96_RS02235,rpmE2,Vibrio parahaemolyticus RIMD 2210633,VP2331,RegPrecise,15.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1722,
924,Zur,PN96_RS15140,PN96_RS04140,ribA,Vibrio parahaemolyticus RIMD 2210633,VP1921,RegPrecise,11.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1722,
925,Zur,PN96_RS15140,PN96_RS09365,znuA,Vibrio parahaemolyticus RIMD 2210633,VP0853,RegPrecise,15.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1722,
926,Zur,PN96_RS15140,PN96_RS09370,znuC,Vibrio parahaemolyticus RIMD 2210633,VP0852,RegPrecise,15.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1722,
927,Zur,PN96_RS15140,PN96_RS09375,znuB,Vibrio parahaemolyticus RIMD 2210633,VP0851,RegPrecise,15.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1722,
928,Zur,PN96_RS15140,PN96_RS11945,,Vibrio parahaemolyticus RIMD 2210633,VP0303,RegPrecise,15.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1722,
929,Zur,PN96_RS15140,PN96_RS11950,,Vibrio parahaemolyticus RIMD 2210633,VP0302,RegPrecise,15.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1722,
930,Zur,PN96_RS15140,PN96_RS11955,,Vibrio parahaemolyticus RIMD 2210633,VP0301,RegPrecise,15.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1722,
931,Zur,PN96_RS15140,PN96_RS11960,,Vibrio parahaemolyticus RIMD 2210633,VP0300,RegPrecise,15.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1722,
932,Zur,PN96_RS15140,PN96_RS11965,,Vibrio parahaemolyticus RIMD 2210633,VP0299,RegPrecise,15.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1722,
