,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,SRS_Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,GEO Series,GEO Sample,PMID,Biosample ID,biosample_strain,biosample_genotype,reference_sequence,project,condition,reference_condition,strain_description,base_media,carbon_source,nitrogen_source,aerobicity,supplement,temperature,pH,growth_phase,OD,additional_notes,ScientificName_curated,Host,Knockout,Other_available_omics,Biological_replicate,Technical_replicate,SampleID,R1,R2,passed_fastqc,passed_reads_mapped_to_CDS,passed_global_correlation,full_condition_name,passed_similar_replicates,passed_number_replicates,replicate,sample,n_replicates
SRX976468,4/7/15 12:49,59201,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,59201,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR1950226;SRR1950228;SRR1950230,SRP056892,PRJNA280002,280002,SRS891586,SAMN03453229,SRA249497,RNA-Seq,size fractionation,TRANSCRIPTOMIC,,VACCINE AND INFECTIOUS DISEASE ORGANIZATION,75,0,1419816,,,25824832.0,3453229,ATCC14028s,with csgD promoter luciferase reporter,NC_016856.1;NC_016855.1,csgD,PcsgD_planktonic_lux_TP1,WT_planktonic_TP1,PcsgD,LB,,,Aerobic,,37C,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. ATCC 14028s,,,,1,3 total,PcsgD_planktonic_lux_TP1,,,True,True,True,csgD:PcsgD_planktonic_lux_TP1,False,True,1.0,csgD:PcsgD_planktonic_lux_TP1:1.0,1.0
SRX976471,4/7/15 12:49,59201,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,59201,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR1950237;SRR1950238;SRR1950239,SRP056892,PRJNA280002,280002,SRS891586,SAMN03453229,SRA249497,RNA-Seq,size fractionation,TRANSCRIPTOMIC,,VACCINE AND INFECTIOUS DISEASE ORGANIZATION,75,0,1419819,,,25824832.0,3453229,ATCC14028s,with csgD promoter luciferase reporter,NC_016856.1;NC_016855.1,csgD,PcsgD_planktonic_lux_TP4,WT_planktonic_TP1,PcsgD,LB,,,Aerobic,,37C,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. ATCC 14028s,,,,1,3 total,PcsgD_planktonic_lux_TP4,,,True,True,True,csgD:PcsgD_planktonic_lux_TP4,False,True,1.0,csgD:PcsgD_planktonic_lux_TP4:1.0,1.0
SRX976474,4/7/15 12:49,59201,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,59201,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR1950256;SRR1950258;SRR1950260,SRP056892,PRJNA280002,280002,SRS891588,SAMN03453228,SRA249497,RNA-Seq,size fractionation,TRANSCRIPTOMIC,,VACCINE AND INFECTIOUS DISEASE ORGANIZATION,75,0,1419822,,,25824832.0,3453228,ATCC14028s,with csgD promoter luciferase reporter,NC_016856.1;NC_016855.1,csgD,PcsgD_aggregate_lux_TP3,WT_planktonic_TP1,PcsgD,LB,,,Aerobic,,37C,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. ATCC 14028s,,,,1,3 total,PcsgD_aggregate_lux_TP3,,,True,True,True,csgD:PcsgD_aggregate_lux_TP3,False,True,1.0,csgD:PcsgD_aggregate_lux_TP3:1.0,1.0
SRX976469,4/7/15 12:49,59201,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,59201,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR1950231;SRR1950232;SRR1950233,SRP056892,PRJNA280002,280002,SRS891586,SAMN03453229,SRA249497,RNA-Seq,size fractionation,TRANSCRIPTOMIC,,VACCINE AND INFECTIOUS DISEASE ORGANIZATION,75,0,1419817,,,25824832.0,3453229,ATCC14028s,with csgD promoter luciferase reporter,NC_016856.1;NC_016855.1,csgD,PcsgD_planktonic_lux_TP2,WT_planktonic_TP1,PcsgD,LB,,,Aerobic,,37C,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. ATCC 14028s,,,,1,3 total,PcsgD_planktonic_lux_TP2,,,True,True,True,csgD:PcsgD_planktonic_lux_TP2,False,True,1.0,csgD:PcsgD_planktonic_lux_TP2:1.0,1.0
SRX976470,4/7/15 12:49,59201,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,59201,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR1950234;SRR1950235;SRR1950236,SRP056892,PRJNA280002,280002,SRS891586,SAMN03453229,SRA249497,RNA-Seq,size fractionation,TRANSCRIPTOMIC,,VACCINE AND INFECTIOUS DISEASE ORGANIZATION,75,0,1419818,,,25824832.0,3453229,ATCC14028s,with csgD promoter luciferase reporter,NC_016856.1;NC_016855.1,csgD,PcsgD_planktonic_lux_TP3,WT_planktonic_TP1,PcsgD,LB,,,Aerobic,,37C,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. ATCC 14028s,,,,1,3 total,PcsgD_planktonic_lux_TP3,,,True,True,True,csgD:PcsgD_planktonic_lux_TP3,False,True,1.0,csgD:PcsgD_planktonic_lux_TP3:1.0,1.0
SRX976482,4/7/15 12:49,59201,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,59201,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR1950308;SRR1950309;SRR1950310,SRP056892,PRJNA280002,280002,SRS891589,SAMN03453230,SRA249497,RNA-Seq,size fractionation,TRANSCRIPTOMIC,,VACCINE AND INFECTIOUS DISEASE ORGANIZATION,75,0,1419830,,,25824832.0,3453230,ATCC14028s csgD mutant,csgD mutant,NC_016856.1;NC_016855.1,csgD,del_csgD_planktonic_TP4,WT_planktonic_TP1,del_csgD,LB,,,Aerobic,,37C,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. ATCC 14028s,,csgD,,1,3 total,del_csgD_planktonic_TP4,,,True,True,True,csgD:del_csgD_planktonic_TP4,False,True,1.0,csgD:del_csgD_planktonic_TP4:1.0,1.0
SRX976344,4/7/15 12:49,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR1950216;SRR1950217;SRR1950218,SRP056892,PRJNA280002,280002,SRS891495,SAMN03453224,SRA249497,RNA-Seq,size fractionation,TRANSCRIPTOMIC,,VACCINE AND INFECTIOUS DISEASE ORGANIZATION,75,0,1419692,,,25824832.0,3453224,ATCC 14028s,wild type,NC_016856.1;NC_016855.1,csgD,WT_aggregate_TP4,WT_planktonic_TP1,WT,LB,,,Aerobic,,37C,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. ATCC 14028s,,WT,,1,3 total,WT_aggregate_TP4,,,True,True,True,csgD:WT_aggregate_TP4,False,True,1.0,csgD:WT_aggregate_TP4:1.0,1.0
SRX976475,4/7/15 12:49,59201,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,59201,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR1950261;SRR1950262;SRR1950263,SRP056892,PRJNA280002,280002,SRS891588,SAMN03453228,SRA249497,RNA-Seq,size fractionation,TRANSCRIPTOMIC,,VACCINE AND INFECTIOUS DISEASE ORGANIZATION,75,0,1419823,,,25824832.0,3453228,ATCC14028s,with csgD promoter luciferase reporter,NC_016856.1;NC_016855.1,csgD,PcsgD_aggregate_lux_TP4,WT_planktonic_TP1,PcsgD,LB,,,Aerobic,,37C,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. ATCC 14028s,,,,1,3 total,PcsgD_aggregate_lux_TP4,,,True,True,True,csgD:PcsgD_aggregate_lux_TP4,False,True,1.0,csgD:PcsgD_aggregate_lux_TP4:1.0,1.0
SRX976473,4/7/15 12:49,59201,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,59201,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR1950248;SRR1950249;SRR1950254,SRP056892,PRJNA280002,280002,SRS891588,SAMN03453228,SRA249497,RNA-Seq,size fractionation,TRANSCRIPTOMIC,,VACCINE AND INFECTIOUS DISEASE ORGANIZATION,75,0,1419821,,,25824832.0,3453228,ATCC14028s,with csgD promoter luciferase reporter,NC_016856.1;NC_016855.1,csgD,PcsgD_aggregate_lux_TP2,WT_planktonic_TP1,PcsgD,LB,,,Aerobic,,37C,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. ATCC 14028s,,,,1,3 total,PcsgD_aggregate_lux_TP2,,,True,True,True,csgD:PcsgD_aggregate_lux_TP2,False,True,1.0,csgD:PcsgD_aggregate_lux_TP2:1.0,1.0
SRX3456073,2/13/19 18:02,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR6360011,SRP126360,PRJNA421560,421560,SRS2744770,SAMN08146649,SRA637071,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4814940,GSE107835,GSM2881320,30682134.0,8146649,14028s,csrA:: (markerless deletion of CDS after 51st codon),NC_016856.1;NC_016855.1,csrA,10min_LB_csrA,0min_LB_WT,csrA mutant,LB,,,Aerobic,,37C,,mid-log,0.5,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Human,csrA mutant,,1,1,10min_LB_csrA_1,,,True,True,True,csrA:10min_LB_csrA,True,True,1.0,csrA:10min_LB_csrA:1.0,2.0
SRX3456063,2/13/19 18:02,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR6360001,SRP126360,PRJNA421560,421560,SRS2744762,SAMN08146618,SRA637071,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4814930,GSE107835,GSM2881310,30682134.0,8146618,14028s,wild type,NC_016856.1;NC_016855.1,csrA,10min_LB_WT,0min_LB_WT,WT,LB,,,Aerobic,,37C,,mid-log,0.5,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Human,WT,,1,1,10min_LB_WT_1,,,True,True,True,csrA:10min_LB_WT,True,True,1.0,csrA:10min_LB_WT:1.0,2.0
SRX3456076,2/13/19 18:02,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR6360014,SRP126360,PRJNA421560,421560,SRS2744773,SAMN08146624,SRA637071,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4814943,GSE107835,GSM2881323,30682134.0,8146624,14028s,csrA:: (markerless deletion of CDS after 51st codon),NC_016856.1;NC_016855.1,csrA,02.5min_LB_csrA,0min_LB_WT,csrA mutant,LB,,,Aerobic,,37C,,mid-log,0.5,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Human,csrA mutant,,2,1,2.5min_LB_csrA_2,,,True,True,True,csrA:2.5min_LB_csrA,True,True,1.0,csrA:2.5min_LB_csrA:1.0,2.0
SRX3456082,2/13/19 18:02,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR6360020,SRP126360,PRJNA421560,421560,SRS2744779,SAMN08146644,SRA637071,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4814949,GSE107835,GSM2881329,30682134.0,8146644,14028s,wild type,NC_016856.1;NC_016855.1,csrA,05min_mLPM_WT,0min_LB_WT,WT,mLPM,,,Aerobic,,37C,5.8,mid-log,0.3,mLPM favors SPI-2 expression,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Human,WT,,1,1,5min_mLPM_WT_1,,,True,True,True,csrA:5min_mLPM_WT,True,True,1.0,csrA:5min_mLPM_WT:1.0,2.0
SRX3456094,2/13/19 18:02,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR6360032,SRP126360,PRJNA421560,421560,SRS2744790,SAMN08146632,SRA637071,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4814961,GSE107835,GSM2881341,30682134.0,8146632,14028s,csrA:: (markerless deletion of CDS after 51st codon),NC_016856.1;NC_016855.1,csrA,15min_mLPM_csrA,0min_LB_WT,csrA mutant,mLPM,,,Aerobic,,37C,5.8,mid-log,0.3,mLPM favors SPI-2 expression,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Human,csrA mutant,,1,1,15min_mLPM_csrA_1,,,True,True,True,csrA:15min_mLPM_csrA,True,True,1.0,csrA:15min_mLPM_csrA:1.0,2.0
SRX3456067,2/13/19 18:02,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR6360005,SRP126360,PRJNA421560,421560,SRS2744764,SAMN08146614,SRA637071,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4814934,GSE107835,GSM2881314,30682134.0,8146614,14028s,wild type,NC_016856.1;NC_016855.1,csrA,05min_LB_WT,0min_LB_WT,WT,LB,,,Aerobic,,37C,,mid-log,0.5,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Human,WT,,2,1,5min_LB_WT_2,,,True,True,True,csrA:5min_LB_WT,True,True,1.0,csrA:5min_LB_WT:1.0,2.0
SRX3456061,2/13/19 18:02,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR6359999,SRP126360,PRJNA421560,421560,SRS2744758,SAMN08146620,SRA637071,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4814928,GSE107835,GSM2881308,30682134.0,8146620,14028s,wild type,NC_016856.1;NC_016855.1,csrA,02.5min_LB_WT,0min_LB_WT,WT,LB,,,Aerobic,,37C,,mid-log,0.5,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Human,WT,,1,1,2.5min_LB_WT_1,,,True,True,True,csrA:2.5min_LB_WT,True,True,1.0,csrA:2.5min_LB_WT:1.0,2.0
SRX3456065,2/13/19 18:02,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR6360003,SRP126360,PRJNA421560,421560,SRS2744761,SAMN08146616,SRA637071,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4814932,GSE107835,GSM2881312,30682134.0,8146616,14028s,wild type,NC_016856.1;NC_016855.1,csrA,00min_LB_WT,0min_LB_WT,WT,LB,,,Aerobic,,37C,,mid-log,0.5,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Human,WT,,2,1,0min_LB_WT_2,,,True,True,True,csrA:0min_LB_WT,True,True,1.0,csrA:0min_LB_WT:1.0,2.0
SRX3456064,2/13/19 18:02,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR6360002,SRP126360,PRJNA421560,421560,SRS2744759,SAMN08146617,SRA637071,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4814931,GSE107835,GSM2881311,30682134.0,8146617,14028s,wild type,NC_016856.1;NC_016855.1,csrA,15min_LB_WT,0min_LB_WT,WT,LB,,,Aerobic,,37C,,mid-log,0.5,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Human,WT,,1,1,15min_LB_WT_1,,,True,True,True,csrA:15min_LB_WT,True,True,1.0,csrA:15min_LB_WT:1.0,2.0
SRX3456085,2/13/19 18:02,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR6360023,SRP126360,PRJNA421560,421560,SRS2744782,SAMN08146641,SRA637071,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4814952,GSE107835,GSM2881332,30682134.0,8146641,14028s,wild type,NC_016856.1;NC_016855.1,csrA,00min_mLPM_WT,0min_LB_WT,WT,mLPM,,,Aerobic,,37C,5.8,mid-log,0.3,mLPM favors SPI-2 expression,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Human,WT,,2,1,0min_mLPM_WT_2,,,True,True,True,csrA:0min_mLPM_WT,True,True,1.0,csrA:0min_mLPM_WT:1.0,2.0
SRX3456079,2/13/19 18:02,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR6360017,SRP126360,PRJNA421560,421560,SRS2744777,SAMN08146647,SRA637071,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4814946,GSE107835,GSM2881326,30682134.0,8146647,14028s,csrA:: (markerless deletion of CDS after 51st codon),NC_016856.1;NC_016855.1,csrA,15min_LB_csrA,0min_LB_WT,csrA mutant,LB,,,Aerobic,,37C,,mid-log,0.5,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Human,csrA mutant,,2,1,15min_LB_csrA_2,,,True,True,True,csrA:15min_LB_csrA,True,True,1.0,csrA:15min_LB_csrA:1.0,2.0
SRX3456084,2/13/19 18:02,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR6360022,SRP126360,PRJNA421560,421560,SRS2744781,SAMN08146642,SRA637071,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4814951,GSE107835,GSM2881331,30682134.0,8146642,14028s,wild type,NC_016856.1;NC_016855.1,csrA,15min_mLPM_WT,0min_LB_WT,WT,mLPM,,,Aerobic,,37C,5.8,mid-log,0.3,mLPM favors SPI-2 expression,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Human,WT,,1,1,15min_mLPM_WT_1,,,True,True,True,csrA:15min_mLPM_WT,True,True,1.0,csrA:15min_mLPM_WT:1.0,2.0
SRX3456074,2/13/19 18:02,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR6360012,SRP126360,PRJNA421560,421560,SRS2744771,SAMN08146648,SRA637071,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4814941,GSE107835,GSM2881321,30682134.0,8146648,14028s,csrA:: (markerless deletion of CDS after 51st codon),NC_016856.1;NC_016855.1,csrA,15min_LB_csrA,0min_LB_WT,csrA mutant,LB,,,Aerobic,,37C,,mid-log,0.5,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Human,csrA mutant,,1,1,15min_LB_csrA_1,,,True,True,True,csrA:15min_LB_csrA,True,True,2.0,csrA:15min_LB_csrA:2.0,2.0
SRX3456080,2/13/19 18:02,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR6360018,SRP126360,PRJNA421560,421560,SRS2744776,SAMN08146646,SRA637071,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4814947,GSE107835,GSM2881327,30682134.0,8146646,14028s,wild type,NC_016856.1;NC_016855.1,csrA,00min_mLPM_WT,0min_LB_WT,WT,mLPM,,,Aerobic,,37C,5.8,mid-log,0.3,mLPM favors SPI-2 expression,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Human,WT,,1,1,0min_mLPM_WT_1,,,True,True,True,csrA:0min_mLPM_WT,True,True,2.0,csrA:0min_mLPM_WT:2.0,2.0
SRX3456070,2/13/19 18:02,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR6360008,SRP126360,PRJNA421560,421560,SRS2744767,SAMN08146611,SRA637071,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4814937,GSE107835,GSM2881317,30682134.0,8146611,14028s,csrA:: (markerless deletion of CDS after 51st codon),NC_016856.1;NC_016855.1,csrA,00min_LB_csrA,0min_LB_WT,csrA mutant,LB,,,Aerobic,,37C,,mid-log,0.5,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Human,csrA mutant,,1,1,0min_LB_csrA_1,,,True,True,True,csrA:0min_LB_csrA,True,True,1.0,csrA:0min_LB_csrA:1.0,2.0
SRX3456069,2/13/19 18:02,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR6360007,SRP126360,PRJNA421560,421560,SRS2744766,SAMN08146612,SRA637071,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4814936,GSE107835,GSM2881316,30682134.0,8146612,14028s,wild type,NC_016856.1;NC_016855.1,csrA,15min_LB_WT,0min_LB_WT,WT,LB,,,Aerobic,,37C,,mid-log,0.5,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Human,WT,,2,1,15min_LB_WT_2,,,True,True,True,csrA:15min_LB_WT,True,True,2.0,csrA:15min_LB_WT:2.0,2.0
SRX3456089,2/13/19 18:02,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR6360027,SRP126360,PRJNA421560,421560,SRS2744786,SAMN08146637,SRA637071,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4814956,GSE107835,GSM2881336,30682134.0,8146637,14028s,wild type,NC_016856.1;NC_016855.1,csrA,15min_mLPM_WT,0min_LB_WT,WT,mLPM,,,Aerobic,,37C,5.8,mid-log,0.3,mLPM favors SPI-2 expression,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Human,WT,,2,1,15min_mLPM_WT_2,,,True,True,True,csrA:15min_mLPM_WT,True,True,2.0,csrA:15min_mLPM_WT:2.0,2.0
SRX3456062,2/13/19 18:02,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR6360000,SRP126360,PRJNA421560,421560,SRS2744760,SAMN08146619,SRA637071,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4814929,GSE107835,GSM2881309,30682134.0,8146619,14028s,wild type,NC_016856.1;NC_016855.1,csrA,05min_LB_WT,0min_LB_WT,WT,LB,,,Aerobic,,37C,,mid-log,0.5,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Human,WT,,1,1,5min_LB_WT_1,,,True,True,True,csrA:5min_LB_WT,True,True,2.0,csrA:5min_LB_WT:2.0,2.0
SRX3456087,2/13/19 18:02,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR6360025,SRP126360,PRJNA421560,421560,SRS2744784,SAMN08146639,SRA637071,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4814954,GSE107835,GSM2881334,30682134.0,8146639,14028s,wild type,NC_016856.1;NC_016855.1,csrA,05min_mLPM_WT,0min_LB_WT,WT,mLPM,,,Aerobic,,37C,5.8,mid-log,0.3,mLPM favors SPI-2 expression,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Human,WT,,2,1,5min_mLPM_WT_2,,,True,True,True,csrA:5min_mLPM_WT,True,True,2.0,csrA:5min_mLPM_WT:2.0,2.0
SRX3456066,2/13/19 18:02,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR6360004,SRP126360,PRJNA421560,421560,SRS2744763,SAMN08146615,SRA637071,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4814933,GSE107835,GSM2881313,30682134.0,8146615,14028s,wild type,NC_016856.1;NC_016855.1,csrA,02.5min_LB_WT,0min_LB_WT,WT,LB,,,Aerobic,,37C,,mid-log,0.5,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Human,WT,,2,1,2.5min_LB_WT_2,,,True,True,True,csrA:2.5min_LB_WT,True,True,2.0,csrA:2.5min_LB_WT:2.0,2.0
SRX3456092,2/13/19 18:02,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR6360030,SRP126360,PRJNA421560,421560,SRS2744789,SAMN08146634,SRA637071,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4814959,GSE107835,GSM2881339,30682134.0,8146634,14028s,csrA:: (markerless deletion of CDS after 51st codon),NC_016856.1;NC_016855.1,csrA,05min_mLPM_csrA,0min_LB_WT,csrA mutant,mLPM,,,Aerobic,,37C,5.8,mid-log,0.3,mLPM favors SPI-2 expression,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Human,csrA mutant,,1,1,5min_mLPM_csrA_1,,,True,True,True,csrA:5min_mLPM_csrA,True,True,1.0,csrA:5min_mLPM_csrA:1.0,2.0
SRX3456075,2/13/19 18:02,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR6360013,SRP126360,PRJNA421560,421560,SRS2744772,SAMN08146625,SRA637071,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4814942,GSE107835,GSM2881322,30682134.0,8146625,14028s,csrA:: (markerless deletion of CDS after 51st codon),NC_016856.1;NC_016855.1,csrA,00min_LB_csrA,0min_LB_WT,csrA mutant,LB,,,Aerobic,,37C,,mid-log,0.5,,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Human,csrA mutant,,2,1,0min_LB_csrA_2,,,True,True,True,csrA:0min_LB_csrA,True,True,2.0,csrA:0min_LB_csrA:2.0,2.0
SRX3456098,2/13/19 18:02,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR6360036,SRP126360,PRJNA421560,421560,SRS2744795,SAMN08146628,SRA637071,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4814965,GSE107835,GSM2881345,30682134.0,8146628,14028s,csrA:: (markerless deletion of CDS after 51st codon),NC_016856.1;NC_016855.1,csrA,15min_mLPM_csrA,0min_LB_WT,csrA mutant,mLPM,,,Aerobic,,37C,5.8,mid-log,0.3,mLPM favors SPI-2 expression,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Human,csrA mutant,,2,1,15min_mLPM_csrA_2,,,True,True,True,csrA:15min_mLPM_csrA,True,True,2.0,csrA:15min_mLPM_csrA:2.0,2.0
